(1, 15, -26)
(1, 15, -25)
(0, 15, -24)
(1, 14, -24)
(0, 14, -24)
(1, 13, -24)
(0, 13, -24)
(0, 13, -25)
(0, 13, -26)
(0, 13, -27)
(1, 13, -28)
(1, 13, -29)
(0, 13, -29)
(1, 12, -29)
(0, 12, -29)
(0, 12, -30)
(1, 12, -31)
(1, 12, -32)
(0, 12, -32)
(1, 11, -33)
(0, 11, -33)
(0, 11, -34)
(1, 10, -35)
(0, 10, -34)
(1, 9, -35)
(0, 9, -34)
(1, 8, -35)
(1, 8, -36)
(0, 8, -36)
(0, 8, -37)
(0, 8, -38)
(0, 8, -39)
(0, 8, -40)
(0, 8, -41)
(0, 8, -42)
(0, 8, -43)
(1, 8, -44)
(0, 9, -44)
(0, 9, -45)
(1, 8, -46)
(0, 8, -46)
(1, 7, -46)
(0, 7, -46)
(1, 6, -46)
(0, 6, -46)
(1, 5, -46)
(1, 5, -45)
(0, 5, -44)
(0, 5, -43)
(1, 5, -43)
(1, 5, -42)
(1, 5, -41)
(1, 5, -40)
(1, 5, -39)
(0, 5, -38)
(1, 4, -38)
(0, 4, -37)
(1, 3, -37)
(0, 3, -36)
(1, 2, -36)
(0, 2, -35)
(0, 2, -34)
(0, 2, -33)
(1, 1, -33)
(0, 1, -32)
(0, 1, -31)
(1, 1, -31)
(0, 2, -31)
(1, 2, -32)
(0, 3, -31)
(0, 3, -30)
(0, 3, -29)
(1, 3, -29)
(0, 4, -29)
(1, 4, -30)
(0, 5, -30)
(1, 5, -30)
(0, 6, -30)
(1, 6, -31)
(0, 7, -31)
(0, 7, -32)
(1, 7, -33)
(0, 8, -32)
(1, 8, -33)
(0, 9, -32)
(1, 9, -32)
(0, 10, -31)
(1, 10, -32)
(0, 11, -31)
(0, 11, -30)
(0, 11, -29)
(0, 11, -28)
(1, 11, -28)
(0, 12, -27)
(0, 12, -26)
(0, 12, -25)
(0, 12, -24)
(1, 11, -24)
(0, 11, -24)
(0, 11, -25)
(1, 10, -26)
(0, 10, -26)
(1, 9, -26)
(1, 9, -25)
(0, 9, -24)
(0, 9, -23)
(1, 9, -23)
(0, 10, -22)
(1, 10, -23)
(0, 11, -22)
(1, 11, -22)
(0, 12, -22)
(1, 12, -23)
(0, 13, -22)
(0, 13, -21)
(1, 12, -21)
(0, 12, -20)
(0, 12, -19)
(0, 12, -18)
(1, 11, -18)
(1, 11, -17)
(1, 11, -16)
(1, 11, -15)
(0, 12, -14)
(1, 12, -14)
(1, 12, -13)
(0, 13, -12)
(1, 13, -12)
(0, 14, -12)
(1, 14, -13)
(0, 15, -13)
(0, 15, -14)
(1, 15, -15)
(0, 16, -14)
(1, 16, -14)
(1, 16, -13)
(0, 17, -12)
(1, 17, -12)
(1, 17, -11)
(0, 17, -10)
(0, 17, -9)
(1, 17, -9)
(0, 18, -8)
(1, 18, -8)
(1, 18, -7)
(0, 19, -6)
(1, 19, -6)
(0, 20, -5)
(0, 20, -4)
(0, 20, -3)
(1, 20, -3)
(1, 20, -2)
(1, 20, -1)
(0, 21, 0)
(0, 21, 1)
(1, 20, 1)
(0, 20, 2)
(0, 20, 3)
(1, 20, 3)
(0, 21, 3)
(1, 21, 3)
(1, 21, 4)
(0, 22, 5)
(1, 22, 5)
(0, 23, 6)
(1, 23, 6)
(1, 23, 7)
(0, 24, 8)
(0, 24, 9)
(0, 24, 10)
(1, 23, 10)
(0, 23, 11)
(1, 22, 11)
(1, 22, 12)
(1, 22, 13)
(0, 23, 14)
(1, 23, 13)
(1, 23, 12)
(0, 24, 12)
(1, 24, 12)
(0, 25, 13)
(0, 25, 14)
(1, 24, 14)
(1, 24, 15)
(0, 24, 16)
(1, 23, 16)
(0, 23, 16)
(1, 22, 16)
(1, 22, 17)
(0, 22, 18)
(1, 21, 17)
(0, 21, 17)
(1, 20, 16)
(1, 20, 15)
(0, 21, 15)
(0, 21, 14)
(1, 20, 13)
(0, 20, 14)
(1, 19, 14)
(0, 19, 14)
(1, 18, 14)
(0, 18, 15)
(1, 17, 14)
(0, 17, 14)
(1, 16, 13)
(1, 16, 12)
(1, 16, 11)
(0, 17, 11)
(0, 17, 10)
(0, 17, 9)
(1, 16, 8)
(0, 16, 9)
(0, 16, 10)
(1, 15, 10)
(0, 15, 10)
(1, 14, 9)
(0, 14, 9)
(1, 13, 9)
(1, 13, 10)
(0, 14, 11)
(0, 14, 12)
(1, 14, 12)
(0, 15, 12)
(1, 15, 12)
(1, 15, 13)
(0, 15, 14)
(1, 14, 14)
(0, 14, 14)
(1, 13, 13)
(0, 13, 13)
(1, 12, 13)
(1, 12, 14)
(0, 13, 15)
(0, 13, 16)
(1, 12, 16)
(0, 12, 17)
(0, 12, 18)
(1, 11, 18)
(0, 11, 19)
(1, 10, 18)
(1, 10, 17)
(0, 10, 17)
(0, 10, 16)
(1, 10, 15)
(0, 11, 16)
(1, 11, 15)
(1, 11, 14)
(1, 11, 13)
(1, 11, 12)
(0, 11, 12)
(1, 10, 12)
(1, 10, 13)
(0, 10, 14)
(1, 9, 14)
(0, 9, 14)
(1, 8, 14)
(1, 8, 15)
(0, 8, 16)
(0, 8, 17)
(1, 8, 17)
(1, 8, 18)
(0, 9, 19)
(0, 9, 20)
(1, 9, 20)
(0, 10, 21)
(1, 10, 20)
(0, 11, 21)
(1, 11, 21)
(1, 11, 22)
(0, 11, 23)
(0, 11, 24)
(1, 10, 24)
(0, 10, 24)
(0, 10, 23)
(1, 9, 22)
(0, 9, 22)
(1, 8, 21)
(0, 8, 22)
(0, 8, 23)
(1, 8, 23)
(0, 9, 24)
(0, 9, 25)
(1, 8, 25)
(1, 8, 26)
(1, 8, 27)
(1, 8, 28)
(1, 8, 29)
(1, 8, 30)
(0, 9, 31)
(1, 9, 30)
(1, 9, 29)
(0, 10, 29)
(0, 10, 28)
(1, 10, 27)
(0, 11, 27)
(1, 11, 27)
(0, 12, 28)
(1, 12, 27)
(1, 12, 26)
(0, 12, 26)
(0, 12, 25)
(1, 12, 24)
(0, 13, 24)
(1, 13, 24)
(0, 14, 24)
(1, 14, 24)
(1, 14, 25)
(1, 14, 26)
(0, 15, 27)
(0, 15, 28)
(1, 14, 28)
(0, 14, 29)
(0, 14, 30)
(1, 14, 30)
(0, 15, 31)
(1, 15, 30)
(0, 16, 31)
(1, 16, 30)
(1, 16, 29)
(0, 17, 29)
(1, 17, 29)
(1, 17, 30)
(1, 17, 31)
(0, 17, 32)
(0, 17, 33)
(1, 16, 33)
(0, 16, 33)
(1, 15, 33)
(1, 15, 34)
(1, 15, 35)
(0, 16, 36)
(1, 16, 35)
(0, 17, 35)
(1, 17, 34)
(0, 18, 34)
(1, 18, 33)
(0, 19, 34)
(1, 19, 33)
(1, 19, 32)
(0, 19, 32)
(1, 18, 31)
(1, 18, 30)
(0, 19, 30)
(0, 19, 29)
(1, 19, 28)
(1, 19, 27)
(0, 19, 27)
(1, 18, 27)
(0, 18, 27)
(1, 17, 27)
(0, 17, 27)
(1, 16, 26)
(1, 16, 25)
(0, 16, 25)
(0, 16, 24)
(1, 16, 23)
(1, 16, 22)
(1, 16, 21)
(1, 16, 20)
(0, 17, 20)
(0, 17, 19)
(1, 16, 18)
(0, 16, 19)
(1, 15, 19)
(0, 15, 19)
(0, 15, 18)
(0, 15, 17)
(1, 15, 16)
(0, 16, 16)
(1, 16, 16)
(0, 17, 16)
(1, 17, 16)
(1, 17, 17)
(0, 18, 18)
(0, 18, 19)
(1, 18, 19)
(0, 19, 20)
(1, 19, 19)
(0, 20, 19)
(1, 20, 18)
(0, 21, 19)
(1, 21, 19)
(0, 22, 20)
(1, 22, 20)
(0, 23, 21)
(0, 23, 22)
(1, 22, 22)
(0, 22, 22)
(1, 21, 22)
(1, 21, 23)
(1, 21, 24)
(0, 22, 25)
(1, 22, 25)
(1, 22, 26)
(1, 22, 27)
(0, 23, 28)
(1, 23, 28)
(0, 24, 29)
(0, 24, 30)
(0, 24, 31)
(1, 23, 31)
(0, 23, 31)
(0, 23, 30)
(1, 22, 29)
(0, 22, 30)
(1, 21, 30)
(0, 21, 30)
(1, 20, 30)
(1, 20, 31)
(1, 20, 32)
(1, 20, 33)
(1, 20, 34)
(1, 20, 35)
(0, 20, 36)
(1, 19, 35)
(0, 19, 36)
(1, 18, 36)
(1, 18, 37)
(0, 19, 38)
(1, 19, 37)
(0, 20, 38)
(0, 20, 39)
(0, 20, 40)
(0, 20, 41)
(1, 20, 41)
(0, 21, 41)
(1, 21, 41)
(0, 22, 42)
(1, 22, 41)
(1, 22, 40)
(1, 22, 39)
(0, 23, 39)
(0, 23, 38)
(1, 22, 37)
(0, 22, 38)
(1, 21, 38)
(0, 21, 38)
(0, 21, 37)
(1, 21, 36)
(1, 21, 35)
(0, 22, 35)
(1, 22, 35)
(0, 23, 36)
(1, 23, 35)
(1, 23, 34)
(1, 23, 33)
(0, 24, 33)
(1, 24, 33)
(1, 24, 34)
(0, 25, 35)
(1, 25, 35)
(1, 25, 36)
(1, 25, 37)
(0, 25, 38)
(0, 25, 39)
(1, 25, 39)
(1, 25, 40)
(0, 25, 41)
(1, 24, 41)
(0, 24, 42)
(0, 24, 43)
(1, 23, 43)
(1, 23, 44)
(1, 23, 45)
(0, 24, 46)
(1, 24, 45)
(1, 24, 44)
(0, 25, 44)
(1, 25, 44)
(1, 25, 45)
(1, 25, 46)
(1, 25, 47)
(0, 25, 48)
(1, 24, 47)
(0, 24, 48)
(1, 23, 47)
(0, 23, 48)
(1, 22, 48)
(0, 22, 49)
(0, 22, 50)
(1, 21, 50)
(0, 21, 50)
(1, 20, 49)
(0, 20, 49)
(1, 19, 48)
(1, 19, 47)
(0, 20, 47)
(1, 20, 47)
(0, 21, 47)
(1, 21, 46)
(0, 22, 47)
(1, 22, 46)
(1, 22, 45)
(1, 22, 44)
(0, 22, 44)
(1, 21, 44)
(0, 21, 45)
(1, 20, 44)
(1, 20, 43)
(0, 20, 43)
(1, 19, 43)
(0, 19, 43)
(1, 18, 43)
(0, 18, 43)
(1, 17, 43)
(0, 17, 44)
(0, 17, 45)
(1, 17, 45)
(1, 17, 46)
(0, 17, 47)
(1, 16, 46)
(0, 16, 47)
(1, 15, 47)
(0, 15, 47)
(1, 14, 46)
(0, 14, 46)
(1, 13, 46)
(0, 13, 47)
(1, 12, 47)
(0, 12, 47)
(0, 12, 46)
(1, 11, 45)
(0, 11, 46)
(0, 11, 47)
(1, 10, 47)
(0, 10, 48)
(1, 9, 48)
(0, 9, 49)
(0, 9, 50)
(1, 8, 50)
(0, 8, 50)
(1, 7, 49)
(0, 7, 50)
(1, 6, 50)
(0, 6, 50)
(1, 5, 50)
(0, 5, 50)
(0, 5, 49)
(0, 5, 48)
(1, 5, 47)
