(1, 10, -31)
(0, 10, -30)
(1, 9, -31)
(1, 9, -32)
(1, 9, -33)
(0, 10, -33)
(1, 10, -34)
(0, 11, -33)
(1, 11, -34)
(1, 11, -35)
(0, 12, -35)
(1, 12, -36)
(0, 13, -36)
(1, 13, -36)
(0, 14, -35)
(1, 14, -35)
(0, 15, -35)
(1, 15, -35)
(0, 16, -35)
(1, 16, -36)
(0, 17, -36)
(0, 17, -37)
(1, 16, -38)
(0, 16, -38)
(0, 16, -39)
(1, 15, -40)
(0, 15, -40)
(1, 14, -40)
(0, 14, -40)
(0, 14, -41)
(1, 14, -42)
(0, 15, -42)
(0, 15, -43)
(1, 14, -44)
(0, 14, -43)
(1, 13, -44)
(0, 13, -44)
(1, 12, -45)
(0, 12, -45)
(1, 11, -45)
(0, 11, -44)
(0, 11, -43)
(1, 10, -43)
(0, 10, -43)
(1, 9, -43)
(0, 9, -43)
(1, 8, -43)
(0, 8, -42)
(1, 7, -43)
(0, 7, -42)
(1, 6, -43)
(0, 6, -43)
(0, 6, -44)
(0, 6, -45)
(1, 5, -46)
(1, 5, -47)
(0, 6, -47)
(1, 6, -48)
(0, 7, -47)
(1, 7, -48)
(0, 8, -48)
(0, 8, -49)
(1, 8, -50)
(0, 9, -50)
(1, 9, -50)
(1, 9, -49)
(0, 10, -48)
(1, 10, -48)
(0, 11, -48)
(1, 11, -49)
(1, 11, -50)
(0, 12, -50)
(1, 12, -50)
(0, 13, -49)
(1, 13, -50)
(0, 14, -49)
(1, 14, -49)
(0, 15, -49)
(1, 15, -49)
(0, 16, -48)
(1, 16, -49)
(1, 16, -50)
(0, 17, -50)
(1, 17, -50)
(1, 17, -49)
(1, 17, -48)
(1, 17, -47)
(1, 17, -46)
(0, 18, -45)
(1, 18, -46)
(1, 18, -47)
(1, 18, -48)
(1, 18, -49)
(1, 18, -50)
(0, 19, -50)
(1, 19, -50)
(1, 19, -49)
(1, 19, -48)
(1, 19, -47)
(1, 19, -46)
(1, 19, -45)
(1, 19, -44)
(1, 19, -43)
(0, 20, -42)
(1, 20, -43)
(0, 21, -43)
(1, 21, -44)
(0, 22, -43)
(1, 22, -43)
(0, 23, -43)
(0, 23, -44)
(1, 22, -45)
(1, 22, -46)
(0, 22, -46)
(0, 22, -47)
(0, 22, -48)
(1, 22, -49)
(0, 23, -48)
(1, 23, -49)
(1, 23, -50)
(0, 24, -50)
(1, 24, -50)
(1, 24, -49)
(1, 24, -48)
(0, 24, -47)
(1, 23, -47)
(1, 23, -46)
(0, 24, -45)
(1, 24, -45)
(0, 25, -45)
(1, 25, -45)
(1, 25, -44)
(0, 25, -43)
(0, 25, -42)
(0, 25, -41)
(1, 25, -41)
(1, 25, -40)
(1, 25, -39)
(0, 25, -38)
(1, 24, -39)
(1, 24, -40)
(0, 24, -40)
(1, 23, -40)
(0, 23, -40)
(1, 22, -41)
(0, 22, -41)
(1, 21, -41)
(1, 21, -40)
(0, 21, -39)
(1, 20, -39)
(0, 20, -38)
(1, 19, -38)
(0, 19, -38)
(1, 18, -39)
(0, 18, -38)
(1, 17, -39)
(1, 17, -40)
(1, 17, -41)
(1, 17, -42)
(0, 18, -42)
(0, 18, -43)
(1, 17, -44)
(0, 17, -44)
(1, 16, -45)
(0, 16, -45)
(1, 15, -45)
(0, 15, -45)
(0, 15, -46)
(1, 15, -47)
