(0, 93, 29)
(1, 93, 28)
(1, 93, 27)
(0, 93, 27)
(0, 93, 26)
(0, 93, 25)
(1, 93, 24)
(1, 93, 23)
(1, 93, 22)
(1, 93, 21)
(0, 94, 21)
(0, 94, 20)
(1, 94, 19)
(0, 95, 20)
(1, 95, 20)
(1, 95, 21)
(1, 95, 22)
(0, 95, 23)
(0, 95, 24)
(1, 95, 24)
(0, 96, 24)
(1, 96, 23)
(1, 96, 22)
(1, 96, 21)
(1, 96, 20)
(1, 96, 19)
(0, 96, 19)
(1, 95, 18)
(0, 95, 18)
(1, 94, 17)
(1, 94, 16)
(0, 94, 16)
(0, 94, 15)
(1, 93, 14)
(0, 93, 14)
(1, 92, 13)
(0, 92, 13)
(1, 91, 13)
(0, 91, 13)
(1, 90, 12)
(1, 90, 11)
(1, 90, 10)
(0, 90, 10)
(0, 90, 9)
(1, 89, 8)
(1, 89, 7)
(0, 89, 7)
(1, 88, 7)
(0, 88, 8)
(1, 87, 8)
(1, 87, 9)
(0, 87, 10)
(1, 86, 10)
(0, 86, 10)
(1, 85, 10)
(0, 85, 10)
(1, 84, 9)
(0, 84, 10)
(1, 83, 10)
(0, 83, 11)
(1, 82, 10)
(1, 82, 9)
(0, 82, 9)
(1, 81, 8)
(0, 81, 9)
(0, 81, 10)
(1, 81, 10)
(1, 81, 11)
(0, 81, 12)
(1, 80, 11)
(0, 80, 12)
(0, 80, 13)
(1, 80, 13)
(1, 80, 14)
(0, 81, 15)
(1, 81, 14)
(0, 82, 15)
(0, 82, 16)
(1, 82, 16)
(1, 82, 17)
(1, 82, 18)
(0, 82, 19)
(1, 81, 19)
(0, 81, 20)
(0, 81, 21)
(1, 80, 21)
(0, 80, 21)
(1, 79, 20)
(0, 79, 20)
(1, 78, 20)
(1, 78, 21)
(0, 78, 22)
(0, 78, 23)
(1, 77, 23)
(1, 77, 24)
(0, 77, 25)
(1, 76, 25)
(0, 76, 25)
(1, 75, 25)
(0, 75, 26)
(1, 74, 26)
(1, 74, 27)
(0, 74, 28)
(1, 73, 27)
(1, 73, 26)
(0, 73, 26)
(1, 72, 26)
(0, 72, 27)
(1, 71, 26)
(0, 71, 27)
(1, 70, 26)
(0, 70, 27)
(0, 70, 28)
(0, 70, 29)
(0, 70, 30)
(0, 70, 31)
(1, 70, 31)
(1, 70, 32)
(0, 70, 33)
(0, 70, 34)
(0, 70, 35)
(0, 70, 36)
(1, 70, 36)
(0, 71, 36)
(1, 71, 36)
(0, 72, 36)
(1, 72, 35)
(0, 73, 35)
(0, 73, 34)
(1, 72, 33)
(1, 72, 32)
(0, 73, 32)
(1, 73, 32)
(0, 74, 32)
(1, 74, 32)
(1, 74, 33)
(1, 74, 34)
(0, 74, 35)
(0, 74, 36)
(1, 73, 36)
(0, 73, 37)
(1, 72, 37)
(0, 72, 38)
(0, 72, 39)
(1, 72, 39)
(0, 73, 40)
(1, 73, 40)
(0, 74, 40)
(1, 74, 40)
(1, 74, 41)
(0, 75, 42)
(1, 75, 41)
(0, 76, 41)
(1, 76, 40)
(0, 77, 41)
(1, 77, 41)
(1, 77, 42)
(0, 78, 43)
(1, 78, 42)
(0, 79, 43)
(0, 79, 44)
(1, 79, 44)
(0, 80, 45)
(0, 80, 46)
(1, 80, 46)
(0, 81, 46)
(0, 81, 45)
(0, 81, 44)
(0, 81, 43)
(1, 80, 42)
(1, 80, 41)
(1, 80, 40)
(1, 80, 39)
(0, 81, 39)
(0, 81, 38)
(1, 80, 37)
(0, 80, 37)
(1, 79, 37)
(0, 79, 38)
(1, 78, 37)
(0, 78, 38)
(1, 77, 37)
