(1, -77, -165)
(0, -77, -165)
(0, -77, -166)
(1, -78, -167)
(0, -78, -167)
(0, -78, -168)
(1, -78, -169)
(1, -78, -170)
(1, -78, -171)
(1, -78, -172)
(0, -77, -172)
(0, -77, -173)
(0, -77, -174)
(1, -78, -175)
(0, -78, -175)
(1, -79, -175)
(0, -79, -175)
(1, -80, -175)
(0, -80, -174)
(1, -81, -174)
(1, -81, -173)
(0, -80, -172)
(1, -80, -173)
(0, -79, -172)
(0, -79, -171)
(0, -79, -170)
(0, -79, -169)
(0, -79, -168)
(1, -80, -168)
(0, -80, -168)
(1, -81, -168)
(0, -81, -168)
(1, -82, -169)
(0, -82, -168)
(1, -83, -168)
(1, -83, -167)
(1, -83, -166)
(0, -82, -165)
(1, -82, -166)
(0, -81, -165)
(1, -81, -165)
(1, -81, -164)
(0, -80, -163)
(1, -80, -164)
(0, -79, -163)
(0, -79, -162)
(1, -79, -162)
(0, -78, -161)
(1, -78, -162)
(0, -77, -162)
(1, -77, -162)
(1, -77, -161)
(1, -77, -160)
(0, -76, -159)
(1, -76, -159)
(0, -75, -158)
(0, -75, -157)
(1, -76, -157)
(0, -76, -157)
(1, -77, -157)
(0, -77, -157)
(1, -78, -157)
(0, -78, -157)
(1, -79, -158)
(0, -79, -158)
(1, -80, -158)
(1, -80, -157)
(1, -80, -156)
(0, -80, -155)
(0, -80, -154)
(0, -80, -153)
(1, -81, -153)
(0, -81, -153)
(0, -81, -154)
(1, -82, -155)
(0, -82, -154)
(1, -83, -154)
(1, -83, -153)
(1, -83, -152)
(0, -83, -151)
(1, -84, -151)
(0, -84, -151)
(0, -84, -152)
(0, -84, -153)
(1, -85, -154)
(1, -85, -155)
(0, -85, -155)
(0, -85, -156)
(1, -85, -157)
(0, -84, -157)
(1, -84, -157)
(0, -83, -156)
(1, -83, -157)
(1, -83, -158)
(0, -82, -158)
(0, -82, -159)
(0, -82, -160)
(0, -82, -161)
(0, -82, -162)
(1, -83, -163)
(0, -83, -163)
(0, -83, -164)
(1, -84, -165)
(0, -84, -164)
(1, -85, -164)
(0, -85, -163)
(0, -85, -162)
(0, -85, -161)
(0, -85, -160)
(1, -85, -160)
(1, -85, -159)
(0, -85, -158)
(1, -86, -158)
(0, -86, -158)
(1, -87, -159)
(0, -87, -159)
(1, -88, -159)
(0, -88, -158)
(1, -89, -159)
(1, -89, -160)
(0, -89, -160)
(1, -90, -161)
(1, -90, -162)
(0, -89, -162)
(0, -89, -163)
(0, -89, -164)
(1, -90, -165)
(0, -90, -164)
(1, -91, -164)
(0, -91, -163)
(1, -92, -163)
(0, -92, -162)
(1, -93, -163)
(1, -93, -164)
(1, -93, -165)
(1, -93, -166)
(1, -93, -167)
(0, -92, -167)
(0, -92, -168)
(1, -93, -169)
(1, -93, -170)
(0, -92, -170)
(1, -92, -170)
(0, -91, -169)
(1, -91, -169)
(0, -90, -169)
(0, -90, -170)
(0, -90, -171)
(1, -90, -172)
(0, -89, -172)
(1, -89, -172)
(0, -88, -172)
(1, -88, -172)
(0, -87, -171)
(0, -87, -170)
(1, -87, -170)
(0, -86, -169)
(1, -86, -170)
(1, -86, -171)
(1, -86, -172)
(0, -85, -172)
(1, -85, -172)
(0, -84, -171)
(1, -84, -172)
(0, -83, -171)
(1, -83, -172)
(0, -82, -171)
(1, -82, -172)
(1, -82, -173)
(1, -82, -174)
(0, -82, -174)
(0, -82, -175)
(0, -82, -176)
(1, -82, -177)
(0, -81, -177)
(1, -81, -177)
(0, -80, -177)
(0, -80, -178)
(1, -81, -179)
(0, -81, -179)
(0, -81, -180)
(1, -81, -181)
(1, -81, -182)
(1, -81, -183)
(1, -81, -184)
(0, -81, -184)
(0, -81, -185)
(0, -81, -186)
(0, -81, -187)
(1, -81, -188)
(0, -80, -188)
(0, -80, -189)
(0, -80, -190)
(0, -80, -191)
(1, -80, -192)
(1, -80, -193)
(1, -80, -194)
(1, -80, -195)
(0, -80, -195)
(1, -81, -196)
(0, -81, -195)
(1, -82, -195)
(1, -82, -194)
